Start Time: 23-04-2025 10:20:15
End Time: 25-04-2025 16:46:15
Data Number: 3267
Temperature ˚C (ºC) Max: 34.2 23-04-2025 11:36:15	 Min: 23.4 23-04-2025 10:20:15	 Avg: 30.09
Relative Humidity (%) Max: 47.3 23-04-2025 10:29:15	 Min: 19.3 23-04-2025 16:02:15	 Avg: 26.73
Air Pressure (hPa)  Max: 964 24-04-2025 09:01:15	 Min: 956 23-04-2025 17:28:15	 Avg: 962.11
Pause  Max: 0 23-04-2025 10:20:15	 Min: 0 23-04-2025 10:20:15	 Avg: 0.00
""
Record Time,Temperature ˚C (ºC),Relative Humidity (%),Air Pressure (hPa),Pause
"23-04-2025 18:33:15","28.9","26.6","957","0"
"23-04-2025 18:34:15","28.9","26.7","957","0"
"23-04-2025 18:35:15","28.9","26.7","957","0"
"23-04-2025 18:36:15","28.8","26.8","957","0"
"23-04-2025 18:37:15","28.8","26.9","957","0"
"23-04-2025 18:38:15","28.8","27.0","957","0"
"23-04-2025 18:39:15","28.8","27.0","957","0"
"23-04-2025 18:40:15","28.8","27.0","957","0"
"23-04-2025 18:41:15","28.7","27.1","957","0"
"23-04-2025 18:42:15","28.7","27.2","957","0"
"23-04-2025 18:43:15","28.7","27.2","957","0"
"23-04-2025 18:44:15","28.7","27.2","957","0"
"23-04-2025 18:45:15","28.7","27.3","957","0"
"23-04-2025 18:46:15","28.7","27.4","957","0"
"23-04-2025 18:47:15","28.7","27.4","957","0"
"23-04-2025 18:48:15","28.6","27.4","957","0"
"23-04-2025 18:49:15","28.6","27.5","957","0"
"23-04-2025 18:50:15","28.6","27.5","957","0"
"23-04-2025 18:51:15","28.6","27.6","957","0"
"23-04-2025 18:52:15","28.6","27.6","957","0"
"23-04-2025 18:53:15","28.6","27.6","957","0"
"23-04-2025 18:54:15","28.6","27.6","957","0"
"23-04-2025 18:55:15","28.6","27.7","958","0"
"23-04-2025 18:56:15","28.5","27.7","958","0"
"23-04-2025 18:57:15","28.5","27.7","958","0"
"23-04-2025 18:58:15","28.5","27.8","958","0"
"23-04-2025 18:59:15","28.5","27.8","958","0"
"23-04-2025 19:00:15","28.5","27.9","958","0"
"23-04-2025 19:01:15","28.5","28.0","958","0"
"23-04-2025 19:02:15","28.5","28.0","958","0"
"23-04-2025 19:03:15","28.5","28.1","958","0"
"23-04-2025 19:04:15","28.5","28.1","958","0"
"23-04-2025 19:05:15","28.4","28.1","958","0"
"23-04-2025 19:06:15","28.4","28.1","958","0"
"23-04-2025 19:07:15","28.4","28.2","958","0"
"23-04-2025 19:08:15","28.4","28.2","958","0"
"23-04-2025 19:09:15","28.4","28.2","958","0"
"23-04-2025 19:10:15","28.4","28.3","958","0"
"23-04-2025 19:11:15","28.4","28.3","958","0"
"23-04-2025 19:12:15","28.4","28.4","958","0"
"23-04-2025 19:13:15","28.4","28.4","958","0"
"23-04-2025 19:14:15","28.4","28.5","958","0"
"23-04-2025 19:15:15","28.4","28.5","958","0"
"23-04-2025 19:16:15","28.3","28.5","958","0"
"23-04-2025 19:17:15","28.3","28.6","958","0"
"23-04-2025 19:18:15","28.3","28.6","958","0"
"23-04-2025 19:19:15","28.3","28.6","958","0"
"23-04-2025 19:20:15","28.3","28.6","958","0"
"23-04-2025 19:21:15","28.3","28.7","958","0"
"23-04-2025 19:22:15","28.3","28.7","959","0"
"23-04-2025 19:23:15","28.3","28.7","959","0"
"23-04-2025 19:24:15","28.3","28.7","958","0"
"23-04-2025 19:25:15","28.3","28.7","959","0"
"23-04-2025 19:26:15","28.3","28.8","959","0"
"23-04-2025 19:27:15","28.3","28.8","959","0"
"23-04-2025 19:28:15","28.3","28.8","959","0"
"23-04-2025 19:29:15","28.3","28.9","959","0"
"23-04-2025 19:30:15","28.3","28.9","959","0"
"23-04-2025 19:31:15","28.3","29.0","959","0"
"23-04-2025 19:32:15","28.3","29.0","959","0"
"23-04-2025 19:33:15","28.2","29.0","959","0"
"23-04-2025 19:34:15","28.2","29.0","959","0"
"23-04-2025 19:35:15","28.2","29.0","959","0"
"23-04-2025 19:36:15","28.2","29.0","959","0"
"23-04-2025 19:37:15","28.2","29.1","959","0"
"23-04-2025 19:38:15","28.2","29.1","959","0"
"23-04-2025 19:39:15","28.2","29.1","959","0"
"23-04-2025 19:40:15","28.2","29.1","959","0"
"23-04-2025 19:41:15","28.2","29.2","959","0"
"23-04-2025 19:42:15","28.2","29.2","959","0"
"23-04-2025 19:43:15","28.2","29.3","959","0"
"23-04-2025 19:44:15","28.2","29.3","959","0"
"23-04-2025 19:45:15","28.2","29.3","959","0"
"23-04-2025 19:46:15","28.2","29.3","959","0"
"23-04-2025 19:47:15","28.2","29.4","959","0"
"23-04-2025 19:48:15","28.2","29.5","959","0"
"23-04-2025 19:49:15","28.2","29.5","959","0"
"23-04-2025 19:50:15","28.2","29.5","959","0"
"23-04-2025 19:51:15","28.2","29.5","959","0"
"23-04-2025 19:52:15","28.2","29.6","959","0"
"23-04-2025 19:53:15","28.2","29.6","959","0"
"23-04-2025 19:54:15","28.2","29.7","959","0"
"23-04-2025 19:55:15","28.2","29.7","959","0"
"23-04-2025 19:56:15","28.2","29.7","959","0"
"23-04-2025 19:57:15","28.1","29.7","959","0"
"23-04-2025 19:58:15","28.1","29.8","959","0"
"23-04-2025 19:59:15","28.1","29.8","959","0"
"23-04-2025 20:00:15","28.1","29.8","959","0"
"23-04-2025 20:01:15","28.1","29.9","959","0"
"23-04-2025 20:02:15","28.1","29.9","959","0"
"23-04-2025 20:03:15","28.1","29.9","959","0"
"23-04-2025 20:04:15","28.1","29.9","959","0"
"23-04-2025 20:05:15","28.1","29.9","959","0"
"23-04-2025 20:06:15","28.1","30.0","959","0"
"23-04-2025 20:07:15","28.1","30.0","959","0"
"23-04-2025 20:08:15","28.1","30.1","960","0"
"23-04-2025 20:09:15","28.1","30.1","959","0"
"23-04-2025 20:10:15","28.1","30.1","959","0"
"23-04-2025 20:11:15","28.1","30.1","959","0"
"23-04-2025 20:12:15","28.1","30.2","960","0"
"23-04-2025 20:13:15","28.1","30.2","960","0"
"23-04-2025 20:14:15","28.1","30.2","959","0"
"23-04-2025 20:15:15","28.1","30.3","960","0"
"23-04-2025 20:16:15","28.1","30.3","959","0"
"23-04-2025 20:17:15","28.1","30.3","959","0"
"23-04-2025 20:18:15","28.1","30.3","960","0"
"23-04-2025 20:19:15","28.1","30.3","959","0"
"23-04-2025 20:20:15","28.1","30.4","960","0"
"23-04-2025 20:21:15","28.1","30.4","960","0"
"23-04-2025 20:22:15","28.1","30.4","960","0"
"23-04-2025 20:23:15","28.1","30.4","959","0"
"23-04-2025 20:24:15","28.1","30.4","960","0"
"23-04-2025 20:25:15","28.1","30.5","960","0"
"23-04-2025 20:26:15","28.1","30.5","960","0"
"23-04-2025 20:27:15","28.1","30.6","960","0"
"23-04-2025 20:28:15","28.1","30.6","959","0"
"23-04-2025 20:29:15","28.1","30.6","960","0"
"23-04-2025 20:30:15","28.1","30.6","960","0"
"23-04-2025 20:31:15","28.0","30.6","960","0"
"23-04-2025 20:32:15","28.0","30.6","960","0"
"23-04-2025 20:33:15","28.0","30.6","960","0"
"23-04-2025 20:34:15","28.0","30.7","960","0"
"23-04-2025 20:35:15","28.0","30.7","960","0"
"23-04-2025 20:36:15","28.0","30.7","960","0"
"23-04-2025 20:37:15","28.0","30.7","960","0"
"23-04-2025 20:38:15","28.0","30.7","960","0"
"23-04-2025 20:39:15","28.0","30.7","960","0"
"23-04-2025 20:40:15","28.0","30.8","960","0"
"23-04-2025 20:41:15","28.0","30.8","960","0"
"23-04-2025 20:42:15","28.0","30.8","960","0"
"23-04-2025 20:43:15","28.0","30.8","960","0"
"23-04-2025 20:44:15","28.0","30.8","960","0"
"23-04-2025 20:45:15","28.0","30.8","960","0"
"23-04-2025 20:46:15","28.0","30.8","960","0"
"23-04-2025 20:47:15","28.0","30.9","960","0"
"23-04-2025 20:48:15","28.0","30.9","960","0"
"23-04-2025 20:49:15","28.0","30.9","960","0"
"23-04-2025 20:50:15","28.0","30.9","960","0"
"23-04-2025 20:51:15","28.0","30.9","960","0"
"23-04-2025 20:52:15","28.0","30.9","960","0"
"23-04-2025 20:53:15","28.0","30.9","960","0"
"23-04-2025 20:54:15","28.0","31.0","960","0"
"23-04-2025 20:55:15","28.0","31.0","960","0"
"23-04-2025 20:56:15","28.0","31.0","960","0"
"23-04-2025 20:57:15","28.0","31.0","960","0"
"23-04-2025 20:58:15","28.0","31.0","960","0"
"23-04-2025 20:59:15","28.0","31.0","960","0"
"23-04-2025 21:00:15","28.0","31.0","960","0"
"23-04-2025 21:01:15","28.0","31.1","960","0"
"23-04-2025 21:02:15","28.0","31.1","960","0"
"23-04-2025 21:03:15","28.0","31.1","960","0"
"23-04-2025 21:04:15","28.0","31.1","960","0"
"23-04-2025 21:05:15","28.0","31.1","960","0"
"23-04-2025 21:06:15","28.0","31.1","960","0"
"23-04-2025 21:07:15","28.0","31.1","960","0"
"23-04-2025 21:08:15","28.0","31.1","960","0"
"23-04-2025 21:09:15","28.0","31.1","960","0"
"23-04-2025 21:10:15","28.0","31.2","960","0"
"23-04-2025 21:11:15","28.0","31.2","960","0"
"23-04-2025 21:12:15","28.0","31.2","960","0"
"23-04-2025 21:13:15","28.0","31.2","960","0"
"23-04-2025 21:14:15","28.0","31.2","960","0"
"23-04-2025 21:15:15","28.0","31.2","960","0"
"23-04-2025 21:16:15","28.0","31.2","960","0"
"23-04-2025 21:17:15","28.0","31.2","960","0"
"23-04-2025 21:18:15","28.0","31.2","960","0"
"23-04-2025 21:19:15","28.0","31.2","960","0"
"23-04-2025 21:20:15","28.0","31.2","960","0"
"23-04-2025 21:21:15","28.0","31.2","960","0"
"23-04-2025 21:22:15","28.0","31.2","960","0"
"23-04-2025 21:23:15","28.0","31.3","960","0"
"23-04-2025 21:24:15","28.0","31.3","960","0"
"23-04-2025 21:25:15","28.0","31.3","960","0"
"23-04-2025 21:26:15","28.0","31.3","960","0"
"23-04-2025 21:27:15","28.0","31.3","960","0"
"23-04-2025 21:28:15","28.0","31.3","960","0"
"23-04-2025 21:29:15","28.0","31.3","960","0"
"23-04-2025 21:30:15","28.0","31.3","960","0"
"23-04-2025 21:31:15","28.0","31.3","960","0"
"23-04-2025 21:32:15","28.0","31.3","960","0"
"23-04-2025 21:33:15","28.0","31.3","960","0"
"23-04-2025 21:34:15","28.0","31.4","960","0"
"23-04-2025 21:35:15","28.0","31.4","960","0"
"23-04-2025 21:36:15","28.0","31.4","960","0"
"23-04-2025 21:37:15","28.0","31.4","960","0"
"23-04-2025 21:38:15","28.0","31.4","960","0"
"23-04-2025 21:39:15","28.0","31.4","960","0"
"23-04-2025 21:40:15","28.0","31.4","960","0"
"23-04-2025 21:41:15","28.0","31.4","960","0"
"23-04-2025 21:42:15","28.0","31.4","961","0"
"23-04-2025 21:43:15","28.0","31.4","961","0"
"23-04-2025 21:44:15","28.0","31.4","960","0"
"23-04-2025 21:45:15","28.0","31.4","960","0"
"23-04-2025 21:46:15","28.0","31.4","961","0"
"23-04-2025 21:47:15","28.0","31.4","960","0"
"23-04-2025 21:48:15","28.0","31.4","960","0"
"23-04-2025 21:49:15","28.0","31.4","960","0"
"23-04-2025 21:50:15","28.0","31.4","960","0"
"23-04-2025 21:51:15","28.0","31.4","961","0"
"23-04-2025 21:52:15","28.0","31.5","961","0"
"23-04-2025 21:53:15","28.0","31.5","960","0"
"23-04-2025 21:54:15","28.0","31.5","960","0"
"23-04-2025 21:55:15","28.0","31.5","960","0"
"23-04-2025 21:56:15","28.0","31.5","960","0"
"23-04-2025 21:57:15","28.0","31.5","961","0"
"23-04-2025 21:58:15","28.0","31.5","961","0"
"23-04-2025 21:59:15","28.0","31.5","961","0"
"23-04-2025 22:00:15","28.0","31.5","961","0"
"23-04-2025 22:01:15","28.0","31.5","961","0"
"23-04-2025 22:02:15","28.0","31.5","961","0"
"23-04-2025 22:03:15","28.0","31.5","961","0"
"23-04-2025 22:04:15","28.0","31.5","961","0"
"23-04-2025 22:05:15","28.0","31.5","961","0"
"23-04-2025 22:06:15","28.0","31.5","961","0"
"23-04-2025 22:07:15","28.0","31.5","961","0"
"23-04-2025 22:08:15","28.0","31.5","961","0"
"23-04-2025 22:09:15","28.0","31.5","961","0"
"23-04-2025 22:10:15","28.0","31.5","961","0"
"23-04-2025 22:11:15","28.0","31.5","961","0"
"23-04-2025 22:12:15","28.0","31.5","961","0"
"23-04-2025 22:13:15","28.0","31.5","961","0"
"23-04-2025 22:14:15","28.0","31.5","961","0"
"23-04-2025 22:15:15","28.0","31.5","961","0"
"23-04-2025 22:16:15","28.0","31.5","961","0"
"23-04-2025 22:17:15","28.0","31.5","961","0"
"23-04-2025 22:18:15","28.0","31.5","961","0"
"23-04-2025 22:19:15","28.0","31.5","961","0"
"23-04-2025 22:20:15","28.0","31.6","961","0"
"23-04-2025 22:21:15","28.0","31.5","961","0"
"23-04-2025 22:22:15","28.1","31.6","961","0"
"23-04-2025 22:23:15","28.1","31.5","961","0"
"23-04-2025 22:24:15","28.1","31.6","961","0"
"23-04-2025 22:25:15","28.1","31.6","961","0"
"23-04-2025 22:26:15","28.1","31.6","961","0"
"23-04-2025 22:27:15","28.1","31.6","961","0"
"23-04-2025 22:28:15","28.1","31.6","961","0"
"23-04-2025 22:29:15","28.1","31.6","961","0"
"23-04-2025 22:30:15","28.1","31.6","961","0"
"23-04-2025 22:31:15","28.1","31.7","961","0"
"23-04-2025 22:32:15","28.1","31.7","961","0"
"23-04-2025 22:33:15","28.1","31.7","961","0"
"23-04-2025 22:34:15","28.1","31.7","961","0"
"23-04-2025 22:35:15","28.1","31.7","961","0"
"23-04-2025 22:36:15","28.1","31.7","961","0"
"23-04-2025 22:37:15","28.1","31.7","961","0"
"23-04-2025 22:38:15","28.1","31.7","961","0"
"23-04-2025 22:39:15","28.1","31.7","961","0"
"23-04-2025 22:40:15","28.1","31.7","961","0"
"23-04-2025 22:41:15","28.1","31.7","961","0"
"23-04-2025 22:42:15","28.1","31.7","961","0"
"23-04-2025 22:43:15","28.1","31.7","961","0"
"23-04-2025 22:44:15","28.1","31.7","961","0"
"23-04-2025 22:45:15","28.1","31.7","961","0"
"23-04-2025 22:46:15","28.1","31.7","961","0"
"23-04-2025 22:47:15","28.1","31.7","961","0"
"23-04-2025 22:48:15","28.1","31.7","961","0"
"23-04-2025 22:49:15","28.1","31.7","961","0"
"23-04-2025 22:50:15","28.1","31.7","961","0"
"23-04-2025 22:51:15","28.1","31.7","961","0"
"23-04-2025 22:52:15","28.1","31.7","961","0"
"23-04-2025 22:53:15","28.1","31.7","961","0"
"23-04-2025 22:54:15","28.1","31.7","961","0"
"23-04-2025 22:55:15","28.1","31.7","961","0"
"23-04-2025 22:56:15","28.1","31.7","961","0"
"23-04-2025 22:57:15","28.1","31.7","961","0"
"23-04-2025 22:58:15","28.1","31.7","961","0"
"23-04-2025 22:59:15","28.1","31.7","961","0"
"23-04-2025 23:00:15","28.1","31.7","961","0"
"23-04-2025 23:01:15","28.1","31.7","961","0"
"23-04-2025 23:02:15","28.1","31.7","961","0"
"23-04-2025 23:03:15","28.1","31.7","961","0"
"23-04-2025 23:04:15","28.1","31.7","961","0"
"23-04-2025 23:05:15","28.1","31.7","961","0"
"23-04-2025 23:06:15","28.1","31.7","961","0"
"23-04-2025 23:07:15","28.1","31.7","961","0"
"23-04-2025 23:08:15","28.1","31.7","961","0"
"23-04-2025 23:09:15","28.1","31.7","961","0"
"23-04-2025 23:10:15","28.1","31.6","961","0"
"23-04-2025 23:11:15","28.1","31.6","961","0"
"23-04-2025 23:12:15","28.1","31.6","961","0"
"23-04-2025 23:13:15","28.1","31.6","961","0"
"23-04-2025 23:14:15","28.1","31.5","961","0"
"23-04-2025 23:15:15","28.1","31.5","961","0"
"23-04-2025 23:16:15","28.1","31.5","961","0"
"23-04-2025 23:17:15","28.2","31.5","961","0"
"23-04-2025 23:18:15","28.2","31.5","962","0"
"23-04-2025 23:19:15","28.2","31.5","962","0"
"23-04-2025 23:20:15","28.2","31.5","962","0"
"23-04-2025 23:21:15","28.2","31.4","961","0"
"23-04-2025 23:22:15","28.2","31.4","961","0"
"23-04-2025 23:23:15","28.2","31.4","961","0"
"23-04-2025 23:24:15","28.2","31.4","961","0"
"23-04-2025 23:25:15","28.2","31.4","961","0"
"23-04-2025 23:26:15","28.2","31.4","961","0"
"23-04-2025 23:27:15","28.2","31.4","962","0"
"23-04-2025 23:28:15","28.2","31.3","962","0"
"23-04-2025 23:29:15","28.2","31.3","961","0"
"23-04-2025 23:30:15","28.2","31.3","962","0"
"23-04-2025 23:31:15","28.2","31.3","962","0"
"23-04-2025 23:32:15","28.2","31.3","961","0"
"23-04-2025 23:33:15","28.2","31.3","961","0"
"23-04-2025 23:34:15","28.2","31.3","962","0"
"23-04-2025 23:35:15","28.2","31.3","962","0"
"23-04-2025 23:36:15","28.2","31.3","962","0"
"23-04-2025 23:37:15","28.2","31.2","962","0"
"23-04-2025 23:38:15","28.2","31.2","962","0"
"23-04-2025 23:39:15","28.2","31.2","961","0"
"23-04-2025 23:40:15","28.2","31.2","962","0"
"23-04-2025 23:41:15","28.2","31.2","962","0"
"23-04-2025 23:42:15","28.2","31.2","962","0"
"23-04-2025 23:43:15","28.2","31.2","962","0"
"23-04-2025 23:44:15","28.2","31.2","961","0"
"23-04-2025 23:45:15","28.2","31.2","962","0"
"23-04-2025 23:46:15","28.2","31.2","962","0"
"23-04-2025 23:47:15","28.2","31.2","962","0"
"23-04-2025 23:48:15","28.2","31.2","962","0"
"23-04-2025 23:49:15","28.2","31.2","961","0"
"23-04-2025 23:50:15","28.2","31.2","962","0"
"23-04-2025 23:51:15","28.2","31.2","962","0"
"23-04-2025 23:52:15","28.2","31.1","961","0"
"23-04-2025 23:53:15","28.2","31.1","962","0"
"23-04-2025 23:54:15","28.2","31.1","962","0"
"23-04-2025 23:55:15","28.2","31.1","961","0"
"23-04-2025 23:56:15","28.2","31.1","962","0"
"23-04-2025 23:57:15","28.2","31.1","962","0"
"23-04-2025 23:58:15","28.2","31.1","962","0"
"23-04-2025 23:59:15","28.2","31.1","961","0"
"24-04-2025 00:00:15","28.2","31.1","961","0"
"24-04-2025 00:01:15","28.2","31.1","962","0"
"24-04-2025 00:02:15","28.2","31.1","962","0"
"24-04-2025 00:03:15","28.2","31.1","962","0"
"24-04-2025 00:04:15","28.2","31.1","962","0"
"24-04-2025 00:05:15","28.2","31.1","962","0"
"24-04-2025 00:06:15","28.2","31.1","961","0"
"24-04-2025 00:07:15","28.2","31.1","962","0"
"24-04-2025 00:08:15","28.2","31.1","962","0"
"24-04-2025 00:09:15","28.2","31.1","962","0"
"24-04-2025 00:10:15","28.2","31.1","962","0"
"24-04-2025 00:11:15","28.2","31.1","962","0"
"24-04-2025 00:12:15","28.2","31.1","961","0"
"24-04-2025 00:13:15","28.2","31.1","962","0"
"24-04-2025 00:14:15","28.2","31.0","962","0"
"24-04-2025 00:15:15","28.2","31.0","962","0"
"24-04-2025 00:16:15","28.2","31.0","962","0"
"24-04-2025 00:17:15","28.2","31.0","962","0"
"24-04-2025 00:18:15","28.2","31.0","962","0"
"24-04-2025 00:19:15","28.2","31.0","962","0"
"24-04-2025 00:20:15","28.2","31.0","961","0"
"24-04-2025 00:21:15","28.2","31.0","962","0"
"24-04-2025 00:22:15","28.2","31.0","961","0"
"24-04-2025 00:23:15","28.2","31.0","962","0"
"24-04-2025 00:24:15","28.2","31.0","962","0"
"24-04-2025 00:25:15","28.2","31.0","962","0"
"24-04-2025 00:26:15","28.2","31.0","962","0"
"24-04-2025 00:27:15","28.2","31.0","962","0"
"24-04-2025 00:28:15","28.2","31.0","962","0"
"24-04-2025 00:29:15","28.2","30.9","962","0"
"24-04-2025 00:30:15","28.2","30.9","961","0"
"24-04-2025 00:31:15","28.2","30.9","962","0"
"24-04-2025 00:32:15","28.2","30.9","962","0"
"24-04-2025 00:33:15","28.2","30.9","962","0"
"24-04-2025 00:34:15","28.2","30.9","962","0"
"24-04-2025 00:35:15","28.2","30.9","962","0"
"24-04-2025 00:36:15","28.2","30.9","962","0"
"24-04-2025 00:37:15","28.2","30.9","962","0"
"24-04-2025 00:38:15","28.2","30.9","962","0"
"24-04-2025 00:39:15","28.2","30.9","962","0"
"24-04-2025 00:40:15","28.2","30.9","962","0"
"24-04-2025 00:41:15","28.2","30.9","962","0"
"24-04-2025 00:42:15","28.2","30.9","962","0"
"24-04-2025 00:43:15","28.2","30.9","962","0"
"24-04-2025 00:44:15","28.2","30.9","962","0"
"24-04-2025 00:45:15","28.2","30.8","962","0"
"24-04-2025 00:46:15","28.2","30.8","961","0"
"24-04-2025 00:47:15","28.2","30.8","962","0"
"24-04-2025 00:48:15","28.2","30.8","962","0"
"24-04-2025 00:49:15","28.2","30.8","962","0"
"24-04-2025 00:50:15","28.2","30.8","962","0"
"24-04-2025 00:51:15","28.2","30.8","962","0"
"24-04-2025 00:52:15","28.2","30.8","962","0"
"24-04-2025 00:53:15","28.2","30.7","962","0"
"24-04-2025 00:54:15","28.2","30.7","962","0"
"24-04-2025 00:55:15","28.2","30.7","962","0"
"24-04-2025 00:56:15","28.2","30.7","962","0"
"24-04-2025 00:57:15","28.2","30.7","961","0"
"24-04-2025 00:58:15","28.2","30.7","962","0"
"24-04-2025 00:59:15","28.2","30.7","962","0"
"24-04-2025 01:00:15","28.2","30.7","962","0"
"24-04-2025 01:01:15","28.2","30.7","962","0"
"24-04-2025 01:02:15","28.2","30.7","962","0"
"24-04-2025 01:03:15","28.2","30.7","962","0"
"24-04-2025 01:04:15","28.2","30.7","962","0"
"24-04-2025 01:05:15","28.2","30.7","962","0"
"24-04-2025 01:06:15","28.2","30.7","962","0"
"24-04-2025 01:07:15","28.2","30.7","962","0"
"24-04-2025 01:08:15","28.2","30.7","962","0"
"24-04-2025 01:09:15","28.2","30.7","962","0"
"24-04-2025 01:10:15","28.2","30.6","962","0"
"24-04-2025 01:11:15","28.2","30.6","962","0"
"24-04-2025 01:12:15","28.2","30.6","962","0"
"24-04-2025 01:13:15","28.2","30.6","962","0"
"24-04-2025 01:14:15","28.2","30.6","962","0"
"24-04-2025 01:15:15","28.2","30.6","962","0"
"24-04-2025 01:16:15","28.2","30.6","962","0"
"24-04-2025 01:17:15","28.2","30.6","962","0"
"24-04-2025 01:18:15","28.2","30.6","962","0"
"24-04-2025 01:19:15","28.2","30.6","962","0"
"24-04-2025 01:20:15","28.2","30.6","962","0"
"24-04-2025 01:21:15","28.2","30.6","962","0"
"24-04-2025 01:22:15","28.2","30.6","962","0"
"24-04-2025 01:23:15","28.2","30.6","962","0"
"24-04-2025 01:24:15","28.2","30.6","962","0"
"24-04-2025 01:25:15","28.2","30.5","962","0"
"24-04-2025 01:26:15","28.2","30.5","962","0"
"24-04-2025 01:27:15","28.2","30.5","962","0"
"24-04-2025 01:28:15","28.2","30.5","962","0"
"24-04-2025 01:29:15","28.2","30.5","962","0"
"24-04-2025 01:30:15","28.2","30.5","962","0"
"24-04-2025 01:31:15","28.2","30.5","962","0"
"24-04-2025 01:32:15","28.2","30.5","962","0"
"24-04-2025 01:33:15","28.2","30.5","962","0"
"24-04-2025 01:34:15","28.2","30.5","962","0"
"24-04-2025 01:35:15","28.2","30.5","962","0"
"24-04-2025 01:36:15","28.2","30.5","962","0"
"24-04-2025 01:37:15","28.2","30.5","962","0"
"24-04-2025 01:38:15","28.2","30.5","962","0"
"24-04-2025 01:39:15","28.2","30.5","962","0"
"24-04-2025 01:40:15","28.2","30.5","962","0"
"24-04-2025 01:41:15","28.2","30.5","962","0"
"24-04-2025 01:42:15","28.2","30.5","962","0"
"24-04-2025 01:43:15","28.2","30.4","962","0"
"24-04-2025 01:44:15","28.2","30.4","962","0"
"24-04-2025 01:45:15","28.2","30.4","962","0"
"24-04-2025 01:46:15","28.2","30.4","962","0"
"24-04-2025 01:47:15","28.2","30.4","962","0"
"24-04-2025 01:48:15","28.2","30.4","962","0"
"24-04-2025 01:49:15","28.2","30.4","962","0"
"24-04-2025 01:50:15","28.2","30.4","962","0"
"24-04-2025 01:51:15","28.2","30.4","962","0"
"24-04-2025 01:52:15","28.2","30.4","962","0"
"24-04-2025 01:53:15","28.2","30.4","962","0"
"24-04-2025 01:54:15","28.2","30.4","962","0"
"24-04-2025 01:55:15","28.2","30.4","962","0"
"24-04-2025 01:56:15","28.2","30.4","962","0"
"24-04-2025 01:57:15","28.2","30.4","962","0"
"24-04-2025 01:58:15","28.2","30.4","962","0"
"24-04-2025 01:59:15","28.2","30.4","962","0"
"24-04-2025 02:00:15","28.2","30.4","962","0"
"24-04-2025 02:01:15","28.2","30.4","962","0"
"24-04-2025 02:02:15","28.2","30.3","962","0"
"24-04-2025 02:03:15","28.2","30.3","962","0"
"24-04-2025 02:04:15","28.2","30.3","962","0"
"24-04-2025 02:05:15","28.2","30.3","962","0"
"24-04-2025 02:06:15","28.2","30.3","962","0"
"24-04-2025 02:07:15","28.2","30.3","962","0"
"24-04-2025 02:08:15","28.2","30.3","962","0"
"24-04-2025 02:09:15","28.2","30.3","962","0"
"24-04-2025 02:10:15","28.2","30.3","962","0"
"24-04-2025 02:11:15","28.2","30.3","962","0"
"24-04-2025 02:12:15","28.2","30.3","962","0"
"24-04-2025 02:13:15","28.2","30.3","962","0"
"24-04-2025 02:14:15","28.2","30.3","962","0"
"24-04-2025 02:15:15","28.2","30.3","962","0"
"24-04-2025 02:16:15","28.2","30.3","962","0"
"24-04-2025 02:17:15","28.2","30.3","961","0"
"24-04-2025 02:18:15","28.2","30.3","962","0"
"24-04-2025 02:19:15","28.2","30.3","962","0"
"24-04-2025 02:20:15","28.2","30.3","962","0"
"24-04-2025 02:21:15","28.2","30.3","962","0"
"24-04-2025 02:22:15","28.2","30.3","962","0"
"24-04-2025 02:23:15","28.2","30.3","962","0"
"24-04-2025 02:24:15","28.2","30.3","962","0"
"24-04-2025 02:25:15","28.2","30.3","962","0"
"24-04-2025 02:26:15","28.2","30.3","962","0"
"24-04-2025 02:27:15","28.2","30.3","962","0"
"24-04-2025 02:28:15","28.2","30.3","962","0"
"24-04-2025 02:29:15","28.2","30.3","962","0"
"24-04-2025 02:30:15","28.2","30.3","962","0"
"24-04-2025 02:31:15","28.2","30.3","962","0"
"24-04-2025 02:32:15","28.2","30.3","962","0"
"24-04-2025 02:33:15","28.2","30.3","962","0"
"24-04-2025 02:34:15","28.2","30.2","961","0"
"24-04-2025 02:35:15","28.2","30.2","962","0"
"24-04-2025 02:36:15","28.2","30.2","961","0"
"24-04-2025 02:37:15","28.2","30.2","961","0"
"24-04-2025 02:38:15","28.2","30.2","961","0"
"24-04-2025 02:39:15","28.2","30.2","962","0"
"24-04-2025 02:40:15","28.2","30.2","962","0"
"24-04-2025 02:41:15","28.2","30.2","962","0"
"24-04-2025 02:42:15","28.2","30.2","962","0"
"24-04-2025 02:43:15","28.2","30.2","962","0"
"24-04-2025 02:44:15","28.2","30.2","962","0"
"24-04-2025 02:45:15","28.2","30.2","961","0"
"24-04-2025 02:46:15","28.2","30.2","961","0"
"24-04-2025 02:47:15","28.2","30.2","961","0"
"24-04-2025 02:48:15","28.2","30.2","962","0"
"24-04-2025 02:49:15","28.2","30.2","962","0"
"24-04-2025 02:50:15","28.2","30.2","962","0"
"24-04-2025 02:51:15","28.2","30.2","962","0"
"24-04-2025 02:52:15","28.2","30.2","962","0"
"24-04-2025 02:53:15","28.2","30.2","962","0"
"24-04-2025 02:54:15","28.2","30.2","962","0"
"24-04-2025 02:55:15","28.2","30.2","962","0"
"24-04-2025 02:56:15","28.2","30.2","962","0"
"24-04-2025 02:57:15","28.2","30.2","961","0"
"24-04-2025 02:58:15","28.2","30.2","961","0"
